strain	accession	date	region	country	division	city
J0042	KP759711	2014-10-04	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
J0076	KP759744	2014-10-17	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
PL5260	KU296591	2015-03-23	Subsaharan Africa	Sierra Leone	Kambia	Kambia
12161_EMLH	KU296697	2015-02-21	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_COY_2015_017787	EM_COY_2015_017787	2015-06-16	Subsaharan Africa	Guinea	Dubreka	Dubreka
EM_074391	KR817114	2014-07-26	Subsaharan Africa	Liberia	Lofa	Lofa
J0079	KP759748	2014-10-16	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
14830_EMLK	KU296345	2015-04-27	Subsaharan Africa	Sierra Leone	Kambia	Kambia
J0030	KP759606	2014-10-03	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
V1333	KR534549	2014-10-07	Subsaharan Africa	Guinea	Coyah	Coyah
EM_076138	KR817140	2014-10-17	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
LIBR0093	KR006947	2014-11-08	Subsaharan Africa	Liberia	Montserrado	Montserrado
EM_COY_2015_015982	EM_COY_2015_015982	2015-04-20	Subsaharan Africa	Guinea	Forecariah	Forecariah
EM_078683	KR817170	2014-12-11	Subsaharan Africa	Guinea	Kerouane	Kerouane
J0103	KP759658	2014-10-29	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
G3735	KM233056	2014-06-07	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
PL4680	KU296689	2015-03-12	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
554_EMLH	KU296817	2015-02-03	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
PL4127	KU296529	2015-02-28	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_COY_2015_017057	EM_COY_2015_017057	2015-05-27	Subsaharan Africa	Guinea	Dubreka	Dubreka
J0168	KP759705	2014-11-11	Subsaharan Africa	Sierra Leone	Western Area	Western Area
EM_074354	KR817113	2014-07-22	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
DML12116	KT357815	2015-02-26	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
MK2370	KU296760	2015-02-25	Subsaharan Africa	Sierra Leone	Bombali	Bombali
EM_FORE_2015_816	EM_FORE_2015_816	2015-06-15	Subsaharan Africa	Guinea	Forecariah	Forecariah
V20143753	KR653236	2014-11-05	Subsaharan Africa	Sierra Leone	Tonkolili	Tonkolili
KT5859	KU296463	2015-03-10	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
J0044	KP759713	2014-10-05	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
LIBR0073	KR006944	2014-11-06	Subsaharan Africa	Liberia	Grand Bassa	Grand Bassa
V20142127	KR653234	2014-10-12	Subsaharan Africa	Sierra Leone	Bombali	Bombali
LIBR11079	KT725372	2014-10-02	Subsaharan Africa	Liberia	Montserrado	Montserrado
MK1202	KU296581	2015-01-17	Subsaharan Africa	Sierra Leone	Bombali	Bombali
V573	KR534511	2014-08-02	Subsaharan Africa	Guinea	Conakry	Conakry
MK2341	KU296494	2015-02-24	Subsaharan Africa	Sierra Leone	Bombali	Bombali
PL7946	KU296667	2015-06-12	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
PL4187	KU296567	2015-03-01	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
MK0551	KU296717	2014-12-27	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
G5998.1	KR105339	2014-09-25	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_000457	KR817075	2014-09-12	Subsaharan Africa	Guinea	Macenta	Macenta
12181_EMLH	KU296783	2015-02-23	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
77563_EMLK	KU296432	2015-01-02	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_FORE_2015_1079	EM_FORE_2015_1079	2015-07-01	Subsaharan Africa	Guinea	Forecariah	Forecariah
J0125	KP759674	2014-10-31	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
EM_078697	KR817172	2014-12-14	Subsaharan Africa	Guinea	Kerouane	Kerouane
KT4715	KU296707	2015-02-06	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
GUI_CTS_2015_0051	GUI_CTS_2015_0051	2015-06-21	Subsaharan Africa	Guinea	Boke	Boke
V20141123	KR653291	2014-09-22	Subsaharan Africa	Sierra Leone	Bo	Bo
G4956.1	KR105282	2014-08-13	Subsaharan Africa	Sierra Leone	Tonkolili	Tonkolili
EM-FORE-2015-838	EM-FORE-2015-838	2015-06-16	Subsaharan Africa	Guinea	Forecariah	Forecariah
Makona-Italy-INMI1	KP701371	2014-11-25	Subsaharan Africa	Sierra Leone	Western Area	Western Area
G4264.1	KR105228	2014-07-11	Subsaharan Africa	Sierra Leone	Kenema	Kenema
G4190.1	KR105216	2014-07-07	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
EM_078416	KR817161	2014-11-24	Subsaharan Africa	Guinea	Faranah	Faranah
V1316	KR534546	2014-10-07	Subsaharan Africa	Guinea	Coyah	Coyah
MK2447	KU296642	2015-02-26	Subsaharan Africa	Sierra Leone	Bombali	Bombali
J0089	KP759758	2014-10-23	Subsaharan Africa	Sierra Leone	Western Area	Western Area
CON-8559	CON-8559	2015-06-21	Subsaharan Africa	Guinea	Conakry	Conakry
V1567	KR534564	2014-10-18	Subsaharan Africa	Guinea	Forecariah	Forecariah
EM_COY_2015_023747	EM_COY_2015_023747	2015-09-09	Subsaharan Africa	Guinea	Dubreka	Dubreka
KT4677	KU296608	2015-02-03	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
EM_074352	KR817111	2014-07-22	Subsaharan Africa	Liberia	Lofa	Lofa
EM_FORE_2015_2781	EM_FORE_2015_2781	2015-10-13	Subsaharan Africa	Guinea	Forecariah	Forecariah
EM_COY_2015_023888	EM_COY_2015_023888	2015-09-15	Subsaharan Africa	Guinea	Dubreka	Dubreka
LIBR10195	KT725264	2014-08-26	Subsaharan Africa	Liberia	Liberia	Liberia
EM_COY_2015_016800	EM_COY_2015_016800	2015-05-20	Subsaharan Africa	Guinea	Dubreka	Dubreka
KG168	KG168	2015-06-29	Subsaharan Africa	Guinea	Boke	Boke
MK3183	KU296800	2015-03-17	Subsaharan Africa	Sierra Leone	Bombali	Bombali
G3838.2	KR105200	2014-06-16	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
15349_EMLK	KU296442	2015-06-09	Subsaharan Africa	Sierra Leone	Kambia	Kambia
PL4028	KU296552	2015-02-26	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
G4312.2	KR105230	2014-07-12	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
J0086	KP759646	2014-10-23	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
V1047	KR534528	2014-09-20	Subsaharan Africa	Guinea	Kindia	Kindia
J0163	KP759702	2014-11-08	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM-FORE-2015-669	EM-FORE-2015-669	2015-06-05	Subsaharan Africa	Guinea	Forecariah	Forecariah
J0072	KP759737	2014-10-09	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
G4856.1	KR105273	2014-08-10	Subsaharan Africa	Sierra Leone	Kenema	Kenema
EM_079464	KR817195	2014-04-04	Subsaharan Africa	Guinea	Macenta	Macenta
V20143648	KR653253	2014-11-03	Subsaharan Africa	Sierra Leone	Koinadugu	Koinadugu
DML24511	KT357828	2015-01-14	Subsaharan Africa	Sierra Leone	Kono	Kono
EM_079434	KR817191	2014-04-02	Subsaharan Africa	Guinea	Macenta	Macenta
DML24708	KT357845	2015-01-28	Subsaharan Africa	Sierra Leone	Kono	Kono
LIBR10035	KT725259	2014-08-15	Subsaharan Africa	Liberia	Grand Bassa	Grand Bassa
LIBR10145	KT725362	2014-09-20	Subsaharan Africa	Liberia	Liberia	Liberia
75685_EMLH	KU296365	2015-01-14	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
MK2789	KU296613	2015-03-07	Subsaharan Africa	Sierra Leone	Bombali	Bombali
13031_EMLH	KU296665	2015-05-18	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
G3950.1	KR105210	2014-06-24	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
J0097	KP759762	2014-10-28	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
MK0584	KU296339	2014-12-28	Subsaharan Africa	Sierra Leone	Bombali	Bombali
EM-FORE_2015_1160	EM-FORE_2015_1160	2015-07-13	Subsaharan Africa	Guinea	Forecariah	Forecariah
LIBR0159	KT725327	2014-11-13	Subsaharan Africa	Liberia	Montserrado	Montserrado
LIBR10151	KT725317	2014-09-09	Subsaharan Africa	Liberia	Liberia	Liberia
LIBR10077	KT725326	2014-08-26	Subsaharan Africa	Liberia	Margibi	Margibi
EM_079405	KR817180	2014-03-28	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
G4868.1	KR105275	2014-08-10	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
G3827	KM233101	2014-06-16	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
KT4555	KU296687	2015-01-29	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
12257_EMLH	KU296702	2015-03-01	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
DML24581	KT357832	2015-01-19	Subsaharan Africa	Sierra Leone	Kono	Kono
PL7429	KU296617	2015-05-29	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
V653	KR534514	2014-08-15	Subsaharan Africa	Guinea	Conakry	Conakry
J0073	KP759738	2014-10-12	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
V20143187	KR653298	2014-10-28	Subsaharan Africa	Sierra Leone	Pujehun	Pujehun
PL7376	KU296740	2015-05-27	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
DML24825	KT357849	2015-02-04	Subsaharan Africa	Sierra Leone	Tonkolili	Tonkolili
IPDPFHguineaSP_GUI_2015_4909	IPDPFHguineaSP_GUI_2015_4909	2015-03-29	Subsaharan Africa	Guinea	Conakry	Conakry
G3771	KM233071	2014-06-12	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
J0123	KP759672	2014-11-01	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
LIBR10222	KT725305	2014-09-26	Subsaharan Africa	Liberia	Grand Bassa	Grand Bassa
DML25344	KT357856	2015-03-06	Subsaharan Africa	Sierra Leone	Kono	Kono
J0013	KP759643	2014-09-28	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_074821	KR817127	2014-08-17	Subsaharan Africa	Liberia	Lofa	Lofa
KT5022	KU296519	2015-02-13	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
J0111	KP759595	2014-10-30	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
V1279	KR534589	2014-10-04	Subsaharan Africa	Guinea	Coyah	Coyah
EM_COY_2015_013962	EM_COY_2015_013962	2015-03-22	Subsaharan Africa	Guinea	Forecariah	Forecariah
EM_COY_2015_016278	EM_COY_2015_016278	2015-05-05	Subsaharan Africa	Guinea	Forecariah	Forecariah
LIBR10240	KT725320	2014-06-24	Subsaharan Africa	Liberia	Liberia	Liberia
PL7551	KU296322	2015-06-02	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
V507	KR534586	2014-07-24	Subsaharan Africa	Guinea	Conakry	Conakry
77681_EMLK	KU296435	2015-01-08	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
77679_EMLK	KU296512	2015-01-08	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
KT4695	KU296549	2015-02-04	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
G3820	KM233094	2014-06-15	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
J0099	KP759764	2014-10-28	Subsaharan Africa	Sierra Leone	Kambia	Kambia
J0172	KP759626	2014-11-11	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
V1250	KR534585	2014-10-04	Subsaharan Africa	Guinea	Conakry	Conakry
443_EMLH	KU296539	2015-01-26	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
MK0723	KU296610	2015-01-01	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
LIBR0008	KT725313	2014-10-31	Subsaharan Africa	Liberia	Montserrado	Montserrado
V1436	KR534558	2014-10-13	Subsaharan Africa	Guinea	Coyah	Coyah
77644_EMLK	KU296312	2015-01-07	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
V20143036	KR653285	2014-10-24	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_079913	KR817224	2014-06-09	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
10402_EMLK	KU296635	2015-02-10	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
V20141352	KR653284	2014-09-26	Subsaharan Africa	Sierra Leone	Kambia	Kambia
KT2810	KU296778	2014-12-16	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
MK4165	KU296575	2015-04-16	Subsaharan Africa	Sierra Leone	Koinadugu	Koinadugu
20525_EMLK	KU296487	2015-09-06	Subsaharan Africa	Sierra Leone	Kambia	Kambia
MK0365	KU296406	2014-12-21	Subsaharan Africa	Sierra Leone	Bombali	Bombali
G3952.1	KR105211	2014-06-25	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
G4329.1	KR105235	2014-07-14	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
V1342	KR534552	2014-10-08	Subsaharan Africa	Guinea	Conakry	Conakry
MK2364	KU296719	2015-02-24	Subsaharan Africa	Sierra Leone	Bombali	Bombali
Conakry_645	KR534513	2014-08-14	Subsaharan Africa	Guinea	Macenta	Macenta
511_EMLH	KU296646	2015-02-01	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
G4263.1	KR105227	2014-07-11	Subsaharan Africa	Sierra Leone	Kenema	Kenema
EM_FORE_2015_696	EM_FORE_2015_696	2015-06-07	Subsaharan Africa	Guinea	Forecariah	Forecariah
G5982.1	KR105332	2014-09-25	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_078722	KR817175	2014-12-16	Subsaharan Africa	Guinea	Kissidougou	Kissidougou
KT2669	KU296726	2014-12-13	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM112	KM233039	2014-06-03	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
EM_FORE_2015-2547	EM_FORE_2015-2547	2015-09-26	Subsaharan Africa	Guinea	Forecariah	Forecariah
G3829	KM233102	2014-06-16	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
G4946.1	KR105280	2014-08-13	Subsaharan Africa	Sierra Leone	Kenema	Kenema
G4382.1	KR105244	2014-07-16	Subsaharan Africa	Sierra Leone	Kenema	Kenema
EM_079659	KR817206	2014-05-07	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
75708_EMLH	KU296739	2015-01-15	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
J0070	KP759735	2014-10-09	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
15661_EMLK	KU296822	2015-06-28	Subsaharan Africa	Sierra Leone	Kambia	Kambia
EM_079429	KR817190	2014-04-02	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
G5691.1	KR105318	2014-09-14	Subsaharan Africa	Sierra Leone	Kenema	Kenema
18650_EMLH	KU296370	2015-07-10	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
402_EMLH	KU296495	2015-01-23	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
G5571.1	KR105311	2014-09-08	Subsaharan Africa	Sierra Leone	Kenema	Kenema
762_EMLH	KU296728	2015-02-12	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
77648_EMLK	KU296620	2015-01-07	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
J0161	KP759701	2014-11-08	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
J0056	KP759634	2014-10-08	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
15338_EMLK	KU296414	2015-06-08	Subsaharan Africa	Sierra Leone	Kambia	Kambia
EM_COY_2015_017091	EM_COY_2015_017091	2015-05-28	Subsaharan Africa	Guinea	Boke	Boke
J0124	KP759673	2014-11-02	Subsaharan Africa	Sierra Leone	Western Area	Western Area
MK0766	KU296777	2015-01-02	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
PL4932	KU296547	2015-03-18	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
MK0431	KU296621	2014-12-23	Subsaharan Africa	Sierra Leone	Bombali	Bombali
G4422.1	KR105250	2014-07-19	Subsaharan Africa	Sierra Leone	Kenema	Kenema
PL2921	KU296506	2015-02-03	Subsaharan Africa	Sierra Leone	Kambia	Kambia
MK2367	KU296652	2015-02-25	Subsaharan Africa	Sierra Leone	Bombali	Bombali
J0102	KP759657	2014-10-27	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
J0107	KP759768	2014-10-29	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
G3851.2	KR105202	2014-06-18	Subsaharan Africa	Sierra Leone	Kenema	Kenema
J0066	KP759730	2014-10-10	Subsaharan Africa	Sierra Leone	Western Area	Western Area
G4416.1	KR105248	2014-07-18	Subsaharan Africa	Sierra Leone	Bo	Bo
DML24854	KT357851	2015-02-06	Subsaharan Africa	Sierra Leone	Kono	Kono
G3845	KM233108	2014-06-18	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
MK0433	KU296845	2014-12-23	Subsaharan Africa	Sierra Leone	Bombali	Bombali
EM_COY_2015_014098	EM_COY_2015_014098	2015-03-26	Subsaharan Africa	Guinea	Conakry	Conakry
EM-FORE-2015-1414	EM-FORE-2015-1414	2015-07-13	Subsaharan Africa	Guinea	Forecariah	Forecariah
12705_EMLH	KU296490	2015-03-29	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
EM_FORE_2015_1076	EM_FORE_2015_1076	2015-07-01	Subsaharan Africa	Guinea	Forecariah	Forecariah
V20146001	KR653237	2014-11-24	Subsaharan Africa	Sierra Leone	Kono	Kono
MK0366	KU296320	2014-12-21	Subsaharan Africa	Sierra Leone	Bombali	Bombali
PL7626	KU296753	2015-06-04	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
KT2315	KU296812	2014-12-02	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
EM_079750	KR817213	2014-05-21	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
77549_EMLK	KU296293	2015-01-01	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
J0170	KP759625	2014-11-10	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
EM_080253	KR817242	2014-07-10	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
V1249	KR534541	2014-10-04	Subsaharan Africa	Guinea	Conakry	Conakry
LIBR10196	KT725283	2014-08-26	Subsaharan Africa	Liberia	Liberia	Liberia
15686_EMLK	KU296555	2015-06-30	Subsaharan Africa	Sierra Leone	Kambia	Kambia
LIBR10042	KT725261	2014-08-04	Subsaharan Africa	Liberia	Liberia	Liberia
LIBR10223	KT725301	2014-09-26	Subsaharan Africa	Liberia	Montserrado	Montserrado
489_EMLH	KU296324	2015-01-30	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
MK0709	KU296373	2014-12-31	Subsaharan Africa	Sierra Leone	Tonkolili	Tonkolili
KG12	KG12	2015-05-27	Subsaharan Africa	Guinea	Boke	Boke
G3856	KM233113	2014-06-18	Subsaharan Africa	Sierra Leone	Kenema	Kenema
EM_076948	KR817157	2014-11-13	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
12242_EMLH	KU296604	2015-02-28	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
G5019.1	KR105294	2014-08-16	Subsaharan Africa	Sierra Leone	Kenema	Kenema
MK0368	KU296718	2014-12-21	Subsaharan Africa	Sierra Leone	Bombali	Bombali
V1149	KR534582	2014-09-27	Subsaharan Africa	Guinea	Conakry	Conakry
G3848	KM233110	2014-06-18	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
PL5801	KU296844	2015-04-04	Subsaharan Africa	Sierra Leone	Kambia	Kambia
G4960.1	KR105283	2014-08-14	Subsaharan Africa	Sierra Leone	Kenema	Kenema
G3687	KM034563	2014-05-28	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
EM_004555	KR817103	2015-01-22	Subsaharan Africa	Guinea	Kissidougou	Kissidougou
EM_FORE_2015_2878	EM_FORE_2015_2878	2015-10-24	Subsaharan Africa	Guinea	Forecariah	Forecariah
G3819	KM233093	2014-06-15	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
LIBR0116	KR006948	2014-11-10	Subsaharan Africa	Liberia	Grand Bassa	Grand Bassa
EM_000127	KR817070	2014-09-04	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
LIBR0284	KT725328	2014-11-22	Subsaharan Africa	Liberia	Grand Cape Mount	Grand Cape Mount
EM_FORE_2015_1415	EM_FORE_2015_1415	2015-07-20	Subsaharan Africa	Guinea	Forecariah	Forecariah
J0174	KP759708	2014-11-11	Subsaharan Africa	Sierra Leone	Western Area	Western Area
G4406.1	KR105246	2014-07-18	Subsaharan Africa	Sierra Leone	Kono	Kono
PL5674	KU296699	2015-03-31	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
V1320	KR534590	2014-10-07	Subsaharan Africa	Guinea	Coyah	Coyah
DML24608	KT357838	2015-01-20	Subsaharan Africa	Sierra Leone	Kono	Kono
77667_EMLK	KU296361	2015-01-08	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_074353	KR817112	2014-07-22	Subsaharan Africa	Liberia	Lofa	Lofa
EM_079578	KR817201	2014-04-18	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
V1039	KR534578	2014-09-19	Subsaharan Africa	Guinea	Conakry	Conakry
G5364.1	KR105305	2014-08-28	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
EM_080063	KR817230	2014-06-20	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
EM_079772	KR817215	2014-05-24	Subsaharan Africa	Guinea	Gueckedou	Gueckedou
G4415.1	KR105247	2014-07-18	Subsaharan Africa	Sierra Leone	Kenema	Kenema
V1211	KR534540	2014-10-02	Subsaharan Africa	Guinea	Dalaba	Dalaba
G3834	KM233104	2014-06-17	Subsaharan Africa	Sierra Leone	Kailahun	Kailahun
PL7483	KU296673	2015-05-31	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
J0175	KP759709	2014-11-11	Subsaharan Africa	Sierra Leone	Western Area	Western Area
MK1782	KU296792	2015-02-06	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
J0117	KP759665	2014-10-31	Subsaharan Africa	Sierra Leone	Western Rural	Western Rural
J0147	KP759611	2014-11-07	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
G3851	KM233112	2014-06-18	Subsaharan Africa	Sierra Leone	Kenema	Kenema
EM_004259	KR817094	2014-12-26	Subsaharan Africa	Guinea	Kissidougou	Kissidougou
EM_075929	KR817136	2014-10-10	Subsaharan Africa	Guinea	Beyla	Beyla
PL4813	KU296798	2015-03-14	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
G5731.1	KR105320	2014-09-16	Subsaharan Africa	Sierra Leone	Moyamba	Moyamba
PL4864	KU296437	2015-03-16	Subsaharan Africa	Sierra Leone	Kambia	Kambia
18706_EMLH	KU296599	2015-07-14	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
V20140436	KR653287	2014-09-03	Subsaharan Africa	Sierra Leone	Moyamba	Moyamba
J0090	KP759649	2014-10-23	Subsaharan Africa	Sierra Leone	Western Urban	Western Urban
MK2436	KU296626	2015-02-26	Subsaharan Africa	Sierra Leone	Bombali	Bombali
PL4119	KU296645	2015-02-28	Subsaharan Africa	Sierra Leone	Port Loko	Port Loko
PL7775	KU296422	2015-06-08	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
13268_EMLH	KU296603	2015-06-23	Subsaharan Africa	Sierra Leone	Sierra Leone	Sierra Leone
DML24818	KT357848	2015-02-03	Subsaharan Africa	Sierra Leone	Kono	Kono
LIBR10168	KT725353	2014-09-20	Subsaharan Africa	Liberia	Liberia	Liberia
MK1014	KU296316	2015-01-10	Subsaharan Africa	Sierra Leone	Bombali	Bombali
